FEDFUNDS,Owner-Occupied-Home-Proportion,30-Year-Mortgage-Rate,Consumer-Price-Index,Year,Month,Quarter,Region,Home Size,Average Sales Price,Number of Households (Thousands),Median Income - Current Dollars,Median Income - 2022 Dollars,Mean Income - Current Dollars,Mean Income - 2022 Dollars,Year-Quarter-Month
0.38,63.5,3.66,237.336,2016,February,Q1,West,Single ,45400.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q1-February
0.38,63.5,3.66,237.336,2016,February,Q1,West,Total1,84800.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q1-February
0.36,63.5,3.694,238.08,2016,March,Q1,Midwest,Double,83200.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q1-March
0.36,63.5,3.694,238.08,2016,March,Q1,Midwest,Single ,46200.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q1-March
0.36,63.5,3.694,238.08,2016,March,Q1,Midwest,Total1,59200.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q1-March
0.36,63.5,3.694,238.08,2016,March,Q1,Northeast,Double,103200.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q1-March
0.36,63.5,3.694,238.08,2016,March,Q1,Northeast,Single ,45100.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q1-March
0.36,63.5,3.694,238.08,2016,March,Q1,Northeast,Total1,72800.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q1-March
0.36,63.5,3.694,238.08,2016,March,Q1,South,Double,86300.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q1-March
0.36,63.5,3.694,238.08,2016,March,Q1,South,Single ,44100.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q1-March
0.36,63.5,3.694,238.08,2016,March,Q1,South,Total1,69600.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q1-March
0.36,63.5,3.694,238.08,2016,March,Q1,United States,Double,88300.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q1-March
0.36,63.5,3.694,238.08,2016,March,Q1,United States,Single ,44500.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q1-March
0.36,63.5,3.694,238.08,2016,March,Q1,United States,Total1,69800.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q1-March
0.36,63.5,3.694,238.08,2016,March,Q1,West,Double,97000.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q1-March
0.36,63.5,3.694,238.08,2016,March,Q1,West,Single ,42500.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q1-March
0.36,63.5,3.694,238.08,2016,March,Q1,West,Total1,83200.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q1-March
0.37,63.1,3.605,238.992,2016,April,Q2,Midwest,Double,86900.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q2-April
0.37,63.1,3.605,238.992,2016,April,Q2,Midwest,Single ,45900.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q2-April
0.37,63.1,3.605,238.992,2016,April,Q2,Midwest,Total1,61600.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q2-April
0.37,63.1,3.605,238.992,2016,April,Q2,Northeast,Double,100100.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q2-April
0.37,63.1,3.605,238.992,2016,April,Q2,Northeast,Single ,45400.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q2-April
0.37,63.1,3.605,238.992,2016,April,Q2,Northeast,Total1,78600.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q2-April
0.37,63.1,3.605,238.992,2016,April,Q2,South,Double,85000.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q2-April
0.37,63.1,3.605,238.992,2016,April,Q2,South,Single ,42500.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q2-April
0.37,63.1,3.605,238.992,2016,April,Q2,South,Total1,64900.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q2-April
0.37,63.1,3.605,238.992,2016,April,Q2,United States,Double,87500.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q2-April
0.37,63.1,3.605,238.992,2016,April,Q2,United States,Single ,44100.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q2-April
0.37,63.1,3.605,238.992,2016,April,Q2,United States,Total1,67800.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q2-April
0.37,63.1,3.605,238.992,2016,April,Q2,West,Double,92900.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q2-April
0.37,63.1,3.605,238.992,2016,April,Q2,West,Single ,53900.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q2-April
0.37,63.1,3.605,238.992,2016,April,Q2,West,Total1,85400.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q2-April
0.37,63.1,3.6,239.557,2016,May,Q2,Midwest,Double,86600.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q2-May
0.37,63.1,3.6,239.557,2016,May,Q2,Midwest,Single ,46700.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q2-May
0.37,63.1,3.6,239.557,2016,May,Q2,Midwest,Total1,63500.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q2-May
0.37,63.1,3.6,239.557,2016,May,Q2,Northeast,Double,99600.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q2-May
0.37,63.1,3.6,239.557,2016,May,Q2,Northeast,Single ,45900.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q2-May
0.37,63.1,3.6,239.557,2016,May,Q2,Northeast,Total1,75900.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q2-May
0.37,63.1,3.6,239.557,2016,May,Q2,South,Double,84600.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q2-May
0.37,63.1,3.6,239.557,2016,May,Q2,South,Single ,45000.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q2-May
0.37,63.1,3.6,239.557,2016,May,Q2,South,Total1,69800.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q2-May
0.37,63.1,3.6,239.557,2016,May,Q2,United States,Double,87800.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q2-May
0.37,63.1,3.6,239.557,2016,May,Q2,United States,Single ,45800.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q2-May
0.37,63.1,3.6,239.557,2016,May,Q2,United States,Total1,71300.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q2-May
0.37,63.1,3.6,239.557,2016,May,Q2,West,Double,96400.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q2-May
0.37,63.1,3.6,239.557,2016,May,Q2,West,Single ,48000.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q2-May
0.37,63.1,3.6,239.557,2016,May,Q2,West,Total1,83500.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q2-May
0.38,63.1,3.568,240.222,2016,June,Q2,Midwest,Double,84100.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q2-June
0.38,63.1,3.568,240.222,2016,June,Q2,Midwest,Single ,45100.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q2-June
0.38,63.1,3.568,240.222,2016,June,Q2,Midwest,Total1,61500.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q2-June
0.38,63.1,3.568,240.222,2016,June,Q2,Northeast,Double,113700.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q2-June
0.38,63.1,3.568,240.222,2016,June,Q2,Northeast,Single ,50900.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q2-June
0.38,63.1,3.568,240.222,2016,June,Q2,Northeast,Total1,85000.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q2-June
0.38,63.1,3.568,240.222,2016,June,Q2,South,Double,81500.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q2-June
0.38,63.1,3.568,240.222,2016,June,Q2,South,Single ,44900.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q2-June
0.38,63.1,3.568,240.222,2016,June,Q2,South,Total1,66800.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q2-June
0.38,63.1,3.568,240.222,2016,June,Q2,United States,Double,87000.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q2-June
0.38,63.1,3.568,240.222,2016,June,Q2,United States,Single ,46600.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q2-June
0.38,63.1,3.568,240.222,2016,June,Q2,United States,Total1,70500.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q2-June
0.38,63.1,3.568,240.222,2016,June,Q2,West,Double,100300.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q2-June
0.38,63.1,3.568,240.222,2016,June,Q2,West,Single ,57100.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q2-June
0.38,63.1,3.568,240.222,2016,June,Q2,West,Total1,89000.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q2-June
0.39,63.4,3.44,240.101,2016,July,Q3,Midwest,Double,91700.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q3-July
0.39,63.4,3.44,240.101,2016,July,Q3,Midwest,Single ,48200.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q3-July
0.39,63.4,3.44,240.101,2016,July,Q3,Midwest,Total1,65900.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q3-July
0.39,63.4,3.44,240.101,2016,July,Q3,Northeast,Double,103600.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q3-July
0.39,63.4,3.44,240.101,2016,July,Q3,Northeast,Single ,53400.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q3-July
0.39,63.4,3.44,240.101,2016,July,Q3,Northeast,Total1,73900.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q3-July
0.39,63.4,3.44,240.101,2016,July,Q3,South,Double,87100.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q3-July
0.39,63.4,3.44,240.101,2016,July,Q3,South,Single ,47700.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q3-July
0.39,63.4,3.44,240.101,2016,July,Q3,South,Total1,70200.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q3-July
0.39,63.4,3.44,240.101,2016,July,Q3,United States,Double,91000.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q3-July
0.39,63.4,3.44,240.101,2016,July,Q3,United States,Single ,49500.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q3-July
0.39,63.4,3.44,240.101,2016,July,Q3,United States,Total1,73300.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q3-July
0.39,63.4,3.44,240.101,2016,July,Q3,West,Double,100600.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q3-July
0.39,63.4,3.44,240.101,2016,July,Q3,West,Single ,67700.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q3-July
0.39,63.4,3.44,240.101,2016,July,Q3,West,Total1,96800.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q3-July
0.4,63.4,3.435,240.545,2016,August,Q3,Midwest,Double,84300.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q3-August
0.4,63.4,3.435,240.545,2016,August,Q3,Midwest,Single ,45500.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q3-August
0.4,63.4,3.435,240.545,2016,August,Q3,Midwest,Total1,60800.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q3-August
0.4,63.4,3.435,240.545,2016,August,Q3,Northeast,Double,106600.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q3-August
0.4,63.4,3.435,240.545,2016,August,Q3,Northeast,Single ,57500.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q3-August
0.4,63.4,3.435,240.545,2016,August,Q3,Northeast,Total1,86100.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q3-August
0.4,63.4,3.435,240.545,2016,August,Q3,South,Double,91300.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q3-August
0.4,63.4,3.435,240.545,2016,August,Q3,South,Single ,46100.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q3-August
0.4,63.4,3.435,240.545,2016,August,Q3,South,Total1,71600.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q3-August
0.4,63.4,3.435,240.545,2016,August,Q3,United States,Double,93100.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q3-August
0.4,63.4,3.435,240.545,2016,August,Q3,United States,Single ,50000.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q3-August
0.4,63.4,3.435,240.545,2016,August,Q3,United States,Total1,74200.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q3-August
0.4,63.4,3.435,240.545,2016,August,Q3,West,Double,99600.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q3-August
0.4,63.4,3.435,240.545,2016,August,Q3,West,Single ,79900.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q3-August
0.4,63.4,3.435,240.545,2016,August,Q3,West,Total1,95000.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q3-August
0.4,63.4,3.46,241.176,2016,September,Q3,Midwest,Double,96500.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q3-September
0.4,63.4,3.46,241.176,2016,September,Q3,Midwest,Single ,46100.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q3-September
0.4,63.4,3.46,241.176,2016,September,Q3,Midwest,Total1,62400.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q3-September
0.4,63.4,3.46,241.176,2016,September,Q3,Northeast,Double,101800.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q3-September
0.4,63.4,3.46,241.176,2016,September,Q3,Northeast,Single ,55400.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q3-September
0.4,63.4,3.46,241.176,2016,September,Q3,Northeast,Total1,79600.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q3-September
0.4,63.4,3.46,241.176,2016,September,Q3,South,Double,89300.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q3-September
0.4,63.4,3.46,241.176,2016,September,Q3,South,Single ,45400.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q3-September
0.4,63.4,3.46,241.176,2016,September,Q3,South,Total1,65300.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q3-September
0.4,63.4,3.46,241.176,2016,September,Q3,United States,Double,93000.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q3-September
0.4,63.4,3.46,241.176,2016,September,Q3,United States,Single ,46700.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q3-September
0.4,63.4,3.46,241.176,2016,September,Q3,United States,Total1,69400.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q3-September
0.4,63.4,3.46,241.176,2016,September,Q3,West,Double,99000.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q3-September
0.4,63.4,3.46,241.176,2016,September,Q3,West,Single ,58000.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q3-September
0.4,63.4,3.46,241.176,2016,September,Q3,West,Total1,93900.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q3-September
0.4,63.5,3.47,241.741,2016,October,Q4,Midwest,Double,81300.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q4-October
0.4,63.5,3.47,241.741,2016,October,Q4,Midwest,Single ,47600.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q4-October
0.4,63.5,3.47,241.741,2016,October,Q4,Midwest,Total1,60200.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q4-October
0.4,63.5,3.47,241.741,2016,October,Q4,Northeast,Double,90700.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q4-October
0.4,63.5,3.47,241.741,2016,October,Q4,Northeast,Single ,45700.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q4-October
0.4,63.5,3.47,241.741,2016,October,Q4,Northeast,Total1,75300.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q4-October
0.4,63.5,3.47,241.741,2016,October,Q4,South,Double,84700.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q4-October
0.4,63.5,3.47,241.741,2016,October,Q4,South,Single ,47500.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q4-October
0.4,63.5,3.47,241.741,2016,October,Q4,South,Total1,71300.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q4-October
0.4,63.5,3.47,241.741,2016,October,Q4,United States,Double,87400.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q4-October
0.4,63.5,3.47,241.741,2016,October,Q4,United States,Single ,48300.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q4-October
0.4,63.5,3.47,241.741,2016,October,Q4,United States,Total1,71600.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q4-October
0.4,63.5,3.47,241.741,2016,October,Q4,West,Double,104000.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q4-October
0.4,63.5,3.47,241.741,2016,October,Q4,West,Single ,54100.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q4-October
0.4,63.5,3.47,241.741,2016,October,Q4,West,Total1,85100.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q4-October
0.41,63.5,3.77,242.026,2016,November,Q4,Midwest,Double,84700.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q4-November
0.41,63.5,3.77,242.026,2016,November,Q4,Midwest,Single ,46500.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q4-November
0.41,63.5,3.77,242.026,2016,November,Q4,Midwest,Total1,58900.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q4-November
0.41,63.5,3.77,242.026,2016,November,Q4,Northeast,Double,94000.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q4-November
0.41,63.5,3.77,242.026,2016,November,Q4,Northeast,Single ,45500.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q4-November
0.41,63.5,3.77,242.026,2016,November,Q4,Northeast,Total1,70800.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q4-November
0.41,63.5,3.77,242.026,2016,November,Q4,South,Double,88000.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q4-November
0.41,63.5,3.77,242.026,2016,November,Q4,South,Single ,47100.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q4-November
0.41,63.5,3.77,242.026,2016,November,Q4,South,Total1,72100.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q4-November
0.41,63.5,3.77,242.026,2016,November,Q4,United States,Double,90900.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q4-November
0.41,63.5,3.77,242.026,2016,November,Q4,United States,Single ,47000.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q4-November
0.41,63.5,3.77,242.026,2016,November,Q4,United States,Total1,71700.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q4-November
0.41,63.5,3.77,242.026,2016,November,Q4,West,Double,108900.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q4-November
0.41,63.5,3.77,242.026,2016,November,Q4,West,Single ,48100.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q4-November
0.41,63.5,3.77,242.026,2016,November,Q4,West,Total1,89200.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q4-November
0.54,63.5,4.198,242.637,2016,December,Q4,Midwest,Double,85800.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q4-December
0.54,63.5,4.198,242.637,2016,December,Q4,Midwest,Single ,45000.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q4-December
0.54,63.5,4.198,242.637,2016,December,Q4,Midwest,Total1,67100.0,27360.0,58310.0,69960.0,79850.0,95810.0,2016-Q4-December
0.54,63.5,4.198,242.637,2016,December,Q4,Northeast,Double,92800.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q4-December
0.54,63.5,4.198,242.637,2016,December,Q4,Northeast,Single ,44200.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q4-December
0.54,63.5,4.198,242.637,2016,December,Q4,Northeast,Total1,73900.0,22330.0,64390.0,77260.0,91610.0,109900.0,2016-Q4-December
0.54,63.5,4.198,242.637,2016,December,Q4,South,Double,89000.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q4-December
0.54,63.5,4.198,242.637,2016,December,Q4,South,Single ,50100.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q4-December
0.54,63.5,4.198,242.637,2016,December,Q4,South,Total1,71400.0,48070.0,53860.0,64630.0,77290.0,92740.0,2016-Q4-December
0.54,63.5,4.198,242.637,2016,December,Q4,United States,Double,90800.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q4-December
0.54,63.5,4.198,242.637,2016,December,Q4,United States,Single ,49900.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q4-December
0.54,63.5,4.198,242.637,2016,December,Q4,United States,Total1,73100.0,126200.0,59040.0,70840.0,83140.0,99760.0,2016-Q4-December
0.54,63.5,4.198,242.637,2016,December,Q4,West,Double,101500.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q4-December
0.54,63.5,4.198,242.637,2016,December,Q4,West,Single ,56000.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q4-December
0.54,63.5,4.198,242.637,2016,December,Q4,West,Total1,85900.0,28470.0,64280.0,77120.0,89560.0,107500.0,2016-Q4-December
0.65,63.6,4.15,243.618,2017,January,Q1,Midwest,Double,85100.0,27640.0,61140.0,72090.0,83050.0,97930.0,2017-Q1-January
0.65,63.6,4.15,243.618,2017,January,Q1,Midwest,Single ,45800.0,27640.0,61140.0,72090.0,83050.0,97930.0,2017-Q1-January
0.65,63.6,4.15,243.618,2017,January,Q1,Midwest,Total1,59800.0,27640.0,61140.0,72090.0,83050.0,97930.0,2017-Q1-January
0.65,63.6,4.15,243.618,2017,January,Q1,Northeast,Double,99600.0,22510.0,66450.0,78350.0,95670.0,112800.0,2017-Q1-January
0.65,63.6,4.15,243.618,2017,January,Q1,Northeast,Single ,59900.0,22510.0,66450.0,78350.0,95670.0,112800.0,2017-Q1-January
0.65,63.6,4.15,243.618,2017,January,Q1,Northeast,Total1,84700.0,22510.0,66450.0,78350.0,95670.0,112800.0,2017-Q1-January
0.65,63.6,4.15,243.618,2017,January,Q1,South,Double,85900.0,48590.0,55710.0,65690.0,79780.0,94070.0,2017-Q1-January
0.65,63.6,4.15,243.618,2017,January,Q1,South,Single ,44000.0,48590.0,55710.0,65690.0,79780.0,94070.0,2017-Q1-January
0.65,63.6,4.15,243.618,2017,January,Q1,South,Total1,64600.0,48590.0,55710.0,65690.0,79780.0,94070.0,2017-Q1-January
0.65,63.6,4.15,243.618,2017,January,Q1,United States,Double,89700.0,127600.0,61370.0,72370.0,86220.0,101700.0,2017-Q1-January
0.65,63.6,4.15,243.618,2017,January,Q1,United States,Single ,44900.0,127600.0,61370.0,72370.0,86220.0,101700.0,2017-Q1-January
0.65,63.6,4.15,243.618,2017,January,Q1,United States,Total1,68100.0,127600.0,61370.0,72370.0,86220.0,101700.0,2017-Q1-January
0.65,63.6,4.15,243.618,2017,January,Q1,West,Double,107100.0,28850.0,67520.0,79610.0,92730.0,109300.0,2017-Q1-January
0.65,63.6,4.15,243.618,2017,January,Q1,West,Single ,45800.0,28850.0,67520.0,79610.0,92730.0,109300.0,2017-Q1-January
0.65,63.6,4.15,243.618,2017,January,Q1,West,Total1,93600.0,28850.0,67520.0,79610.0,92730.0,109300.0,2017-Q1-January
0.66,63.6,4.1675,244.006,2017,February,Q1,Midwest,Double,84700.0,27640.0,61140.0,72090.0,83050.0,97930.0,2017-Q1-February
0.66,63.6,4.1675,244.006,2017,February,Q1,Midwest,Single ,46800.0,27640.0,61140.0,72090.0,83050.0,97930.0,2017-Q1-February
0.66,63.6,4.1675,244.006,2017,February,Q1,Midwest,Total1,61500.0,27640.0,61140.0,72090.0,83050.0,97930.0,2017-Q1-February
0.66,63.6,4.1675,244.006,2017,February,Q1,Northeast,Double,96300.0,22510.0,66450.0,78350.0,95670.0,112800.0,2017-Q1-February
0.66,63.6,4.1675,244.006,2017,February,Q1,Northeast,Single ,48700.0,22510.0,66450.0,78350.0,95670.0,112800.0,2017-Q1-February
0.66,63.6,4.1675,244.006,2017,February,Q1,Northeast,Total1,86500.0,22510.0,66450.0,78350.0,95670.0,112800.0,2017-Q1-February
0.66,63.6,4.1675,244.006,2017,February,Q1,South,Double,87300.0,48590.0,55710.0,65690.0,79780.0,94070.0,2017-Q1-February
0.66,63.6,4.1675,244.006,2017,February,Q1,South,Single ,48400.0,48590.0,55710.0,65690.0,79780.0,94070.0,2017-Q1-February
0.66,63.6,4.1675,244.006,2017,February,Q1,South,Total1,66200.0,48590.0,55710.0,65690.0,79780.0,94070.0,2017-Q1-February
0.66,63.6,4.1675,244.006,2017,February,Q1,United States,Double,92500.0,127600.0,61370.0,72370.0,86220.0,101700.0,2017-Q1-February
0.66,63.6,4.1675,244.006,2017,February,Q1,United States,Single ,48700.0,127600.0,61370.0,72370.0,86220.0,101700.0,2017-Q1-February
0.66,63.6,4.1675,244.006,2017,February,Q1,United States,Total1,71000.0,127600.0,61370.0,72370.0,86220.0,101700.0,2017-Q1-February
0.66,63.6,4.1675,244.006,2017,February,Q1,West,Double,115100.0,28850.0,67520.0,79610.0,92730.0,109300.0,2017-Q1-February
0.66,63.6,4.1675,244.006,2017,February,Q1,West,Single ,59000.0,28850.0,67520.0,79610.0,92730.0,109300.0,2017-Q1-February
0.66,63.6,4.1675,244.006,2017,February,Q1,West,Total1,104200.0,28850.0,67520.0,79610.0,92730.0,109300.0,2017-Q1-February
0.79,63.6,4.196,243.892,2017,March,Q1,Midwest,Double,83900.0,27640.0,61140.0,72090.0,83050.0,97930.0,2017-Q1-March
0.79,63.6,4.196,243.892,2017,March,Q1,Midwest,Single ,49600.0,27640.0,61140.0,72090.0,83050.0,97930.0,2017-Q1-March
0.79,63.6,4.196,243.892,2017,March,Q1,Midwest,Total1,64500.0,27640.0,61140.0,72090.0,83050.0,97930.0,2017-Q1-March
0.79,63.6,4.196,243.892,2017,March,Q1,Northeast,Double,100700.0,22510.0,66450.0,78350.0,95670.0,112800.0,2017-Q1-March
0.79,63.6,4.196,243.892,2017,March,Q1,Northeast,Single ,56700.0,22510.0,66450.0,78350.0,95670.0,112800.0,2017-Q1-March
0.79,63.6,4.196,243.892,2017,March,Q1,Northeast,Total1,76900.0,22510.0,66450.0,78350.0,95670.0,112800.0,2017-Q1-March
0.79,63.6,4.196,243.892,2017,March,Q1,South,Double,84600.0,48590.0,55710.0,65690.0,79780.0,94070.0,2017-Q1-March
0.79,63.6,4.196,243.892,2017,March,Q1,South,Single ,50700.0,48590.0,55710.0,65690.0,79780.0,94070.0,2017-Q1-March
0.79,63.6,4.196,243.892,2017,March,Q1,South,Total1,67000.0,48590.0,55710.0,65690.0,79780.0,94070.0,2017-Q1-March
0.79,63.6,4.196,243.892,2017,March,Q1,United States,Double,88000.0,127600.0,61370.0,72370.0,86220.0,101700.0,2017-Q1-March
0.79,63.6,4.196,243.892,2017,March,Q1,United States,Single ,50800.0,127600.0,61370.0,72370.0,86220.0,101700.0,2017-Q1-March
0.79,63.6,4.196,243.892,2017,March,Q1,United States,Total1,70100.0,127600.0,61370.0,72370.0,86220.0,101700.0,2017-Q1-March
